BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,BuildingAge
NonResidential,Large Office,DOWNTOWN,1.0,6.0,13200,96630,40.0,7456330.0,51.98,31
NonResidential,Hotel,DOWNTOWN,1.0,19.0,59280,272787,8.0,35383012.0,1231.19,42
NonResidential,Large Office,DOWNTOWN,1.0,10.0,0,130513,49.0,11040500.0,266.78,105
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,8.0,0,60660,35.0,2876857.0,20.06,95
NonResidential,Large Office,DOWNTOWN,1.0,14.0,0,137350,89.0,6578370.0,212.06,86
NonResidential,Large Office,DOWNTOWN,1.0,15.0,0,151039,84.0,7226188.0,262.31,86
NonResidential,Large Office,DOWNTOWN,1.0,30.0,134662,620338,67.0,59124384.0,1241.23,30
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,63540,57.0,3999310.0,72.9,109
NonResidential,Large Office,DOWNTOWN,1.0,10.0,0,130893,72.0,7524880.0,52.46,88
NonResidential,Mixed Use Property,DOWNTOWN,1.0,5.0,0,79920,,2921368.0,20.37,105
Campus,Mixed Use Property,DOWNTOWN,1.0,4.0,0,137400,,13883385.0,96.79,107
NonResidential,Other,DOWNTOWN,1.0,6.0,86429,61423,,8204897.0,168.09,19
NonResidential,Other,DOWNTOWN,1.0,4.0,166960,100375,,7782092.0,150.52,19
NonResidential,Large Office,DOWNTOWN,1.0,56.0,389860,1215718,97.0,48342560.0,496.99,26
NonResidential,Large Office,DOWNTOWN,1.0,36.0,0,794592,97.0,25475474.0,209.67,35
NonResidential,Large Office,DOWNTOWN,1.0,21.0,93204,363100,74.0,19594950.0,136.6,44
NonResidential,Large Office,DOWNTOWN,1.0,12.0,15140,100717,74.0,5543575.0,38.65,29
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,17500,70000,82.0,3925806.0,27.37,16
NonResidential,Large Office,DOWNTOWN,1.0,11.0,184776,189629,77.0,11924933.0,83.13,17
NonResidential,Other,DOWNTOWN,1.0,12.0,38000,155500,,14735023.0,102.72,30
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,102846,97.0,4685346.0,233.43,92
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,52800,77.0,2721954.0,52.67,90
Campus,Mixed Use Property,DOWNTOWN,1.0,10.0,0,258497,,23914744.0,404.51,102
NonResidential,Retail Store,DOWNTOWN,1.0,8.0,0,861702,97.0,16644664.0,123.96,86
NonResidential,Other,EAST,1.0,5.0,97400,109550,,19645206.0,248.15,16
NonResidential,Other,DOWNTOWN,1.0,6.0,0,1400000,,77164568.0,1793.9,25
NonResidential,Other,EAST,1.0,9.0,0,46710,,4255322.0,132.66,27
NonResidential,Medical Office,EAST,1.0,3.0,104000,162000,65.0,14465798.0,229.84,70
NonResidential,Medical Office,EAST,1.0,14.0,407795,282363,68.0,18841144.0,131.35,23
NonResidential,Mixed Use Property,LAKE UNION,1.0,6.0,177660,200783,100.0,57439532.0,474.54,14
NonResidential,Mixed Use Property,LAKE UNION,1.0,6.0,104922,108912,100.0,84980760.0,599.2,14
NonResidential,Hotel,LAKE UNION,1.0,5.0,29409,79608,27.0,10018321.0,250.25,36
NonResidential,Large Office,LAKE UNION,1.0,4.0,37854,155934,59.0,16760217.0,116.84,68
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,38452,237282,67.0,19344782.0,134.86,34
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,123061,61.0,1912690.0,13.33,14
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,59090,36.0,3037572.0,132.56,52
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,106000,74.0,1358022.0,9.47,52
NonResidential,Large Office,LAKE UNION,1.0,3.0,42282,100082,25.0,16628372.0,189.88,53
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,119661,98.0,624180.0,4.49,55
NonResidential,Large Office,LAKE UNION,1.0,7.0,44728,94472,74.0,4842910.0,33.76,14
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,6.0,33921,61800,95.0,3066228.0,21.38,31
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,115228,98055,76.0,6388260.0,44.54,19
NonResidential,Large Office,LAKE UNION,1.0,3.0,47656,56041,1.0,15324777.0,421.92,14
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,5.0,0,74880,68.0,4428557.0,30.87,41
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,6.0,0,88774,52.0,6057734.0,42.23,36
NonResidential,Large Office,NORTH,1.0,5.0,0,122250,91.0,6022054.0,41.98,32
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4.0,0,53730,18.0,4843538.0,33.77,36
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,3.0,0,55593,57.0,4099807.0,88.5,55
NonResidential,Large Office,LAKE UNION,1.0,4.0,60960,73096,55.0,4664399.0,32.52,33
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,158415,23.0,23364636.0,474.59,10
NonResidential,Large Office,LAKE UNION,1.0,8.0,0,287819,,49102164.0,351.03,86
NonResidential,Other,EAST,1.0,8.0,0,158738,,66740380.0,1359.77,40
NonResidential,Retail Store,BALLARD,1.0,1.0,0,164437,61.0,18622292.0,324.63,16
NonResidential,Large Office,LAKE UNION,1.0,5.0,66234,118248,95.0,5820965.0,41.16,6
NonResidential,Other,LAKE UNION,1.0,3.0,0,55200,,11566123.0,254.16,87
NonResidential,Other,LAKE UNION,1.0,4.0,111793,129366,,40183424.0,967.81,12
NonResidential,Large Office,LAKE UNION,1.0,6.0,52582,86700,74.0,5266498.0,36.71,11
NonResidential,Large Office,LAKE UNION,1.0,5.0,98700,172371,96.0,7905095.0,62.01,6
NonResidential,Warehouse,LAKE UNION,1.0,5.0,0,127800,51.0,3060149.0,37.62,101
NonResidential,Large Office,LAKE UNION,1.0,5.0,206597,353919,68.0,30710500.0,626.54,13
NonResidential,Large Office,LAKE UNION,1.0,6.0,95000,131592,49.0,11797448.0,84.93,14
Campus,Other,LAKE UNION,3.0,5.0,195283,340664,,136241424.0,4045.53,18
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,50654,109046,,27119380.0,565.65,12
NonResidential,Large Office,LAKE UNION,1.0,4.0,73673,136143,95.0,7380088.0,127.78,9
NonResidential,Large Office,LAKE UNION,1.0,6.0,109905,193198,94.0,8690179.0,75.43,9
NonResidential,Mixed Use Property,LAKE UNION,1.0,3.0,0,67380,65.0,2654804.0,66.6,61
NonResidential,Laboratory,LAKE UNION,1.0,4.0,0,102235,,25290360.0,612.84,52
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,153684,282813,,41478700.0,798.3,7
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,20826,67236,81.0,3316933.0,23.12,41
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,20416,66762,71.0,3693616.0,25.75,43
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,20416,66762,86.0,3594908.0,25.06,45
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,28800,58195,78.0,3158743.0,22.02,30
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,21600,66400,77.0,3132453.0,21.84,44
NonResidential,Medical Office,NORTHEAST,1.0,4.0,88405,108344,6.0,19236770.0,493.09,27
NonResidential,Medical Office,NORTHEAST,1.0,4.0,95281,95995,16.0,9329202.0,85.13,21
NonResidential,Self-Storage Facility,BALLARD,1.0,2.0,0,111445,,5318876.0,147.45,69
NonResidential,Warehouse,SOUTHWEST,1.0,4.0,0,98475,81.0,1082531.0,21.38,18
NonResidential,Hospital,LAKE UNION,1.0,7.0,150455,159080,17.0,46518024.0,1185.15,15
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,21410,55188,76.0,4476997.0,134.69,7
NonResidential,Retail Store,NORTH,1.0,2.0,0,244529,57.0,14583160.0,291.28,20
NonResidential,Supermarket/Grocery Store,GREATER DUWAMISH,1.0,1.0,0,63225,100.0,6619941.0,46.15,7
Nonresidential COS,Other,DELRIDGE,1.0,1.0,0,113780,,3580091.0,122.16,60
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,243044,99.0,2512319.0,93.67,16
NonResidential,Other,LAKE UNION,1.0,3.0,156312,123940,,12196872.0,85.03,14
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,12998,53464,,9109967.0,63.51,63
NonResidential,Retail Store,NORTHWEST,1.0,1.0,0,131387,82.0,7261732.0,87.03,18
NonResidential,Warehouse,NORTHWEST,1.0,3.0,0,94400,34.0,884314.0,14.65,16
NonResidential,Other,NORTHWEST,1.0,1.0,0,111900,,11564788.0,220.38,51
NonResidential,Other,NORTHWEST,1.0,1.0,0,144776,57.0,13146645.0,230.45,31
NonResidential,Retail Store,NORTHWEST,1.0,1.0,0,114000,96.0,11511880.0,325.3,48
NonResidential,Supermarket/Grocery Store,NORTHWEST,1.0,1.0,0,50083,78.0,8611054.0,154.6,18
NonResidential,Large Office,LAKE UNION,1.0,3.0,0,124071,77.0,4734631.0,33.02,27
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,36528,53472,82.0,4045980.0,28.21,15
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,33709,62332,69.0,5471735.0,38.15,14
NonResidential,Large Office,LAKE UNION,1.0,3.0,114829,166128,94.0,12229610.0,100.96,16
NonResidential,Large Office,LAKE UNION,1.0,4.0,103032,140302,76.0,10328702.0,97.97,16
NonResidential,Mixed Use Property,DOWNTOWN,1.0,6.0,0,154660,,55947848.0,1869.17,24
NonResidential,Large Office,GREATER DUWAMISH,1.0,5.0,121375,268920,95.0,7838600.0,54.65,33
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,90000,89.0,1272814.0,15.25,48
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,50200,,989975.0,27.8,49
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,6.0,6200,87833,,4767227.0,118.86,90
NonResidential,Warehouse,BALLARD,1.0,2.0,0,63240,100.0,183521.0,5.54,74
NonResidential,Other,BALLARD,1.0,5.0,182454,140415,,16917964.0,406.2,7
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,4.0,23400,106893,,505559.0,3.52,27
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,4.0,0,106041,93.0,1118392.0,23.84,18
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,94470,,922041.0,29.92,59
NonResidential,Large Office,DOWNTOWN,1.0,10.0,38186,143508,86.0,8070420.0,56.26,13
NonResidential,Retail Store,NORTHEAST,1.0,2.0,0,69492,100.0,408513.0,2.85,28
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,22780,30.0,427697.0,2.98,49
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,124472,92.0,2457017.0,97.01,48
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,50065,71.0,1465535.0,39.35,48
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,57540,29.0,1878979.0,30.1,46
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,85400,47.0,1593187.0,11.11,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,55700,62.0,533078.0,3.72,49
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,53250,92.0,2196718.0,64.75,51
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,6.0,28427,50245,95.0,2713722.0,42.86,28
NonResidential,Warehouse,NORTHWEST,1.0,3.0,0,64660,88.0,340270.0,6.58,29
NonResidential,Mixed Use Property,EAST,1.0,2.0,19928,55916,,3635600.0,35.72,88
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,161678,27.0,9245102.0,194.3,47
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,101101,1.0,23612824.0,166.45,66
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,52613,77.0,992738.0,29.02,35
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,56608,,5234454.0,73.9,75
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,104099,,17714332.0,145.54,62
NonResidential,Supermarket/Grocery Store,NORTHWEST,1.0,1.0,7450,40667,48.0,13924967.0,377.36,12
NonResidential,Supermarket/Grocery Store,NORTH,1.0,1.0,0,58480,39.0,11639369.0,328.17,35
NonResidential,Large Office,LAKE UNION,1.0,4.0,0,186971,86.0,12662456.0,226.92,34
NonResidential,Warehouse,LAKE UNION,1.0,1.0,0,66968,1.0,1575581.0,11.09,60
NonResidential,Large Office,LAKE UNION,1.0,6.0,124800,211900,94.0,9697866.0,67.61,10
NonResidential,Retail Store,LAKE UNION,1.0,4.0,159994,110729,40.0,10020111.0,184.4,19
NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,2.0,0,62220,33.0,5375518.0,38.08,101
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,65430,92.0,2855545.0,76.67,45
NonResidential,Large Office,NORTHEAST,1.0,3.0,42440,59850,28.0,5917000.0,47.78,9
NonResidential,Other,CENTRAL,1.0,3.0,0,80004,,14265421.0,99.45,89
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,323916,81.0,11289052.0,364.9,24
NonResidential,Large Office,GREATER DUWAMISH,1.0,14.0,0,304052,86.0,15843743.0,184.83,83
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,31210,54175,77.0,4904803.0,34.19,37
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,0,98024,77.0,3228330.0,70.96,26
NonResidential,Mixed Use Property,LAKE UNION,1.0,1.0,15000,50000,,2361088.0,48.6,87
NonResidential,Large Office,LAKE UNION,1.0,5.0,66620,77953,56.0,5424718.0,37.82,25
NonResidential,Retail Store,NORTH,1.0,2.0,0,302812,97.0,7133767.0,115.76,65
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,5.0,0,86400,57.0,8404370.0,259.33,41
NonResidential,Other,NORTH,1.0,2.0,0,98539,,5711553.0,47.71,46
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,6.0,0,86483,50.0,6796335.0,47.38,34
NonResidential,Distribution Center,DELRIDGE,1.0,1.0,0,51600,82.0,1012341.0,21.57,39
NonResidential,Warehouse,DELRIDGE,1.0,1.0,0,140520,73.0,1738376.0,42.41,47
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,62380,91649,,1886382.0,47.84,29
NonResidential,Other,NORTHWEST,1.0,3.0,91935,69854,,7020517.0,48.94,10
NonResidential,Medical Office,NORTHWEST,1.0,3.0,0,63909,,4397572.0,30.66,10
NonResidential,Warehouse,NORTHWEST,1.0,2.0,0,53472,,1051944.0,35.86,67
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,50417,59.0,1060850.0,40.65,35
NonResidential,Medical Office,NORTHWEST,1.0,3.0,0,133298,34.0,14886199.0,292.92,54
NonResidential,Retail Store,NORTH,1.0,2.0,0,168619,76.0,6576563.0,88.66,50
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,113318,138509,,43048528.0,1039.99,13
NonResidential,Large Office,LAKE UNION,1.0,4.0,71385,89392,88.0,6991476.0,48.74,15
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,104786,92.0,960753.0,17.94,46
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,53040,,1825347.0,51.67,15
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,110689,,2227640.0,92.7,42
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,53620,88.0,1998767.0,21.6,67
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,50008,57.0,3373582.0,66.32,77
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,100176,191000,99.0,6083307.0,42.41,6
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,50832,52.0,2666634.0,105.32,58
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,76354,63.0,3022275.0,21.92,44
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,98480,67.0,2792236.0,41.15,59
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,0,53002,82.0,3129811.0,49.68,111
NonResidential,Mixed Use Property,LAKE UNION,1.0,3.0,51218,124700,,20063722.0,565.79,7
NonResidential,Other,LAKE UNION,1.0,3.0,63782,106003,,21187538.0,485.76,95
NonResidential,Large Office,LAKE UNION,1.0,11.0,0,124721,56.0,13951571.0,360.04,44
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,7.0,0,94002,62.0,6832991.0,47.64,45
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,93020,61.0,1226435.0,8.55,41
NonResidential,Supermarket/Grocery Store,SOUTHEAST,1.0,1.0,0,61053,33.0,13440924.0,321.71,13
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,154159,100.0,1990444.0,28.88,102
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,78920,95.0,1992690.0,13.8,111
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,99440,59.0,6863561.0,130.62,109
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,73260,84.0,2742111.0,19.12,108
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,75007,88.0,2003759.0,64.67,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,84750,95.0,2392466.0,31.89,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,13320,62176,,3347567.0,23.34,115
NonResidential,Large Office,DOWNTOWN,1.0,4.0,0,164380,79.0,7319546.0,119.2,115
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,160580,98.0,4759256.0,124.66,108
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,73470,83.0,3226884.0,22.5,106
Nonresidential COS,Other,DOWNTOWN,1.0,3.0,0,67755,,1822830.0,12.71,109
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,0,56700,38.0,2314835.0,29.57,105
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,82852,86.0,2101376.0,70.17,93
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,76442,,3366528.0,99.96,62
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,0,92792,57.0,3002991.0,67.94,53
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,125519,,4999863.0,142.52,74
NonResidential,Large Office,GREATER DUWAMISH,1.0,4.0,25800,103200,85.0,3983784.0,27.77,115
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,78814,87.0,620483.0,14.5,61
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,0,58970,,1723642.0,41.22,111
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,6.0,10800,64800,29.0,2103276.0,14.66,105
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,4.0,0,56270,,1040593.0,7.25,108
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,66842,34.0,4618360.0,75.2,111
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,10800,64488,78.0,2996502.0,20.91,106
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,184322,75.0,10317852.0,71.93,111
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,287853,33.0,28433056.0,202.49,6
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,0,64512,49.0,6155789.0,182.58,101
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,6.0,111774,174226,,65225380.0,456.6,6
NonResidential,Warehouse,GREATER DUWAMISH,1.0,7.0,0,144050,17.0,4329044.0,96.17,89
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,0,60592,19.0,4993962.0,53.56,85
NonResidential,Large Office,GREATER DUWAMISH,1.0,6.0,0,1380959,77.0,78272488.0,953.12,103
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,107930,58.0,7015692.0,92.68,22
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,99084,64.0,1976920.0,45.6,89
NonResidential,Distribution Center,DELRIDGE,1.0,1.0,0,72719,31.0,2434208.0,38.62,62
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,0,76624,91.0,2660396.0,28.78,85
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,6.0,36583,55123,3.0,7654264.0,53.36,14
NonResidential,Medical Office,LAKE UNION,1.0,5.0,37287,58901,24.0,13253979.0,288.43,7
NonResidential,Large Office,DELRIDGE,1.0,5.0,16221,121885,45.0,7761927.0,54.11,24
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,56572,70.0,2184912.0,60.98,42
NonResidential,Medical Office,EAST,1.0,0.0,0,225982,61.0,18558162.0,604.45,11
NonResidential,Mixed Use Property,DOWNTOWN,1.0,0.0,0,516407,19.0,48981052.0,1222.69,9
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,312512,,26313108.0,192.23,15
NonResidential,Large Office,DOWNTOWN,1.0,42.0,297457,1295457,96.0,58041572.0,500.93,10
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,97720,,2616226.0,18.24,89
NonResidential,Medical Office,EAST,1.0,10.0,206580,215923,48.0,17871658.0,235.69,30
NonResidential,Medical Office,CENTRAL,1.0,7.0,0,94500,54.0,6010407.0,41.9,28
NonResidential,Retail Store,DELRIDGE,1.0,1.0,0,94713,79.0,5230553.0,84.18,10
NonResidential,Medical Office,EAST,1.0,9.0,101342,201560,61.0,14224039.0,123.18,7
NonResidential,Medical Office,EAST,1.0,15.0,250000,184475,60.0,55030192.0,1891.47,7
NonResidential,Medical Office,EAST,1.0,19.0,156407,163504,53.0,14830411.0,333.3,42
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,205521,93.0,8371368.0,282.72,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,56700,45.0,3436032.0,23.95,115
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,0,72000,93.0,2383075.0,21.04,90
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,94892,96254,93.0,5032796.0,35.09,15
NonResidential,Other,DELRIDGE,1.0,3.0,11527,57236,,6171270.0,176.59,14
NonResidential,Other,SOUTHEAST,1.0,1.0,0,102133,,21069722.0,546.2,21
NonResidential,Large Office,DOWNTOWN,1.0,14.0,124506,237540,81.0,17812788.0,129.02,7
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,140000,,13480326.0,293.05,21
NonResidential,Large Office,DOWNTOWN,1.0,23.0,84660,454273,92.0,14991744.0,104.51,14
NonResidential,Other,DOWNTOWN,1.0,6.0,197130,78852,,5653656.0,39.41,32
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,0,98668,89.0,4785692.0,33.36,33
NonResidential,Large Office,GREATER DUWAMISH,1.0,1.0,28381,130550,20.0,7577723.0,75.45,8
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,105100,1.0,21832304.0,350.87,37
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,57176,32.0,12037792.0,313.53,7
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,50660,53.0,2394843.0,46.23,37
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,61929,55.0,2150536.0,49.26,78
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,55000,110111,2.0,22965152.0,160.1,15
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,42500,87051,1.0,25764716.0,179.62,15
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,55971,106449,51.0,7649110.0,53.32,15
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,46763,137201,53.0,15232788.0,106.19,7
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,78848,129362,95.0,5454482.0,137.15,29
NonResidential,Large Office,DOWNTOWN,1.0,7.0,80283,197203,66.0,12931002.0,90.15,29
NonResidential,Large Office,DOWNTOWN,1.0,3.0,0,187130,78.0,9680169.0,67.48,22
NonResidential,Large Office,DOWNTOWN,1.0,5.0,117867,133177,98.0,17320768.0,120.75,15
NonResidential,Warehouse,DOWNTOWN,1.0,5.0,0,154330,79.0,1250669.0,8.72,103
NonResidential,Large Office,DOWNTOWN,1.0,6.0,14690,93555,75.0,5101817.0,57.03,97
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,167860,74.0,6455470.0,45.0,110
NonResidential,Large Office,DOWNTOWN,1.0,5.0,32160,160800,95.0,6669954.0,260.94,104
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,112560,88.0,4368113.0,66.23,105
NonResidential,Other,DOWNTOWN,1.0,6.0,0,86204,,3165109.0,71.03,105
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,2.0,0,145158,52.0,8691444.0,145.82,30
NonResidential,Large Office,GREATER DUWAMISH,1.0,2.0,0,112896,71.0,9128267.0,107.84,64
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,110613,95.0,1023418.0,7.13,55
NonResidential,Warehouse,GREATER DUWAMISH,1.0,4.0,0,149881,89.0,2757588.0,81.92,64
NonResidential,Warehouse,GREATER DUWAMISH,1.0,3.0,0,98220,10.0,6583940.0,89.41,64
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,84420,51.0,2962476.0,20.65,45
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,73335,21.0,3408500.0,78.48,54
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,0,56876,,2210310.0,51.93,87
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,61200,11.0,5448687.0,196.67,84
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,111908,69.0,2255026.0,44.06,28
NonResidential,Other,GREATER DUWAMISH,3.0,2.0,0,63644,,7256842.0,160.3,29
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,2.0,18860,89893,,3660395.0,25.52,85
NonResidential,Retail Store,NORTHWEST,1.0,1.0,35545,106345,95.0,17109052.0,294.93,45
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,4.0,21055,71037,6.0,4678999.0,32.62,14
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,56259,,2204235.0,78.39,41
